opponent,map,episode_index,episode_seed,cell_seed,return_z0,return_z1,return_z2,return_z3,V_z0,V_z1,V_z2,V_z3,mean_z_return,oracle_selected_adv,online_proxy,oracle_best_z,critic_best_z
OP10,map_b_split_lane_v2,21,2163,2142,-6.9593005,-3.8739555,-9.699328,-2.1917694,-1.3245065,-1.3036745,-1.3319483,-1.373234,-5.6810884,1.807133,-2.570281,3,1
OP10,map_b_split_lane_v2,22,2164,2142,-5.5488157,-7.7699575,-5.601415,-2.640104,-1.2570596,-1.2704475,-1.3676257,-1.3083785,-5.3900733,-2.3798842,-6.49951,3,0
OP10,map_b_split_lane_v2,23,2165,2142,-1.4213046,-5.0228934,-2.4857144,-5.8607044,-1.4048798,-1.3097804,-1.39116,-1.4037526,-3.6976542,-1.3252392,-3.713113,0,1
OP10,map_b_split_lane_v2,24,2166,2142,-2.4972124,-8.434365,-1.5296559,-7.906325,-1.245404,-1.2415946,-1.3436346,-1.2882924,-5.0918894,-3.342476,-7.192771,2,1
OP10,map_b_split_lane_v2,25,2167,2142,-6.6941524,-12.983896,-3.4639149,-7.8421497,-1.0832832,-1.0048108,-1.15012,-1.0799348,-7.7460284,-5.237868,-11.979086,2,1
OP10,map_b_split_lane_v2,26,2168,2142,-7.6790147,-5.481911,-3.0144458,-8.026385,-1.1208856,-1.0284288,-1.2296572,-1.1650329,-6.050439,0.5685277,-4.4534826,2,1
OP10,map_b_split_lane_v2,27,2169,2142,-0.012545743,-8.111403,-0.85610193,-0.43190774,-1.3855872,-1.2955153,-1.4798918,-1.4497468,-2.3529897,-5.758414,-6.8158884,0,1
OP10,map_b_split_lane_v2,28,2170,2142,-3.0080886,-8.581063,-0.16994764,-3.9865143,-1.3993356,-1.2886343,-1.3565414,-1.4177017,-3.9364033,-4.64466,-7.292429,2,1
OP10,map_b_split_lane_v2,29,2171,2142,-1.8906835,-15.870702,-4.4286184,-1.9590396,-1.0358553,-1.0163386,-1.0858223,-1.0045197,-6.0372605,-9.833441,-14.854363,0,3
OP10,map_b_split_lane_v2,30,2172,2142,-11.713657,-0.71528864,-1.339536,-0.47881714,-1.2262692,-1.2427449,-1.3387825,-1.2725556,-3.5618246,2.846536,0.5274563,3,0
OP10,map_b_split_lane_v2,31,2173,2142,-9.780646,-2.484294,-5.482945,-4.6242557,-0.99142617,-0.9601255,-1.0375409,-0.93683714,-5.593035,3.1087413,-1.5241685,1,3
OP10,map_b_split_lane_v2,32,2174,2142,-8.471416,-9.08317,-2.5942059,-11.975249,-1.0928316,-1.0877404,-1.1537402,-1.0860615,-8.031011,-1.0521593,-7.9954295,2,3
OP10,map_b_split_lane_v2,33,2175,2142,0.19783013,-2.2614808,-7.882212,-6.6651974,-0.9910623,-0.93842137,-1.0452104,-1.0049129,-4.1527653,1.8912845,-1.3230594,0,1
OP10,map_b_split_lane_v2,34,2176,2142,-5.448098,-1.2876627,0.16130301,0.5344551,-1.3218789,-1.1792011,-1.3130729,-1.3777025,-1.5100006,0.22233784,-0.10846162,3,1
OP10,map_b_split_lane_v2,35,2177,2142,-3.0747807,-1.887468,-4.986208,-2.0658157,-1.5222645,-1.4966033,-1.5169277,-1.5451005,-3.0035682,1.1161002,-0.39086473,1,1
OP10,map_b_split_lane_v2,36,2178,2142,-0.19593732,-1.550443,-6.883261,-1.09559,-1.4706094,-1.3531945,-1.4232264,-1.5134501,-2.4313078,0.88086474,-0.19724858,0,1
OP10,map_b_split_lane_v2,37,2179,2142,-10.570166,-1.5313805,-4.9637814,-0.4851419,-1.0373976,-0.9987417,-1.1288991,-1.0723603,-4.387617,2.8562365,-0.53263885,3,1
OP10,map_b_split_lane_v2,38,2180,2142,-9.599882,-10.460898,-7.317399,-0.8621892,-1.0980692,-1.046241,-1.1334393,-1.1241684,-7.0600915,-3.400807,-9.414658,3,1
OP10,map_b_split_lane_v2,39,2181,2142,-15.025772,-0.25769192,-7.888385,-5.3202076,-1.4785752,-1.3705761,-1.5011778,-1.5398748,-7.123014,6.865322,1.1128843,1,1
OP10,map_b_split_lane_v2,40,2182,2142,-8.298729,-2.7674003,-4.6371403,-1.136507,-1.200191,-1.1606705,-1.1843491,-1.2279477,-4.2099442,1.442544,-1.6067297,3,1
OP10,map_b_split_lane_v2,41,2183,2142,-7.988263,-0.4554298,-1.0183777,-6.073945,-1.0525641,-0.9506517,-1.0375867,-1.0152273,-3.8840039,3.428574,0.4952219,1,1
OP10,map_b_split_lane_v2,42,2184,2142,-1.2821871,-3.8711305,-0.97033495,-1.5831603,-1.2347252,-1.1441092,-1.2688906,-1.2502544,-1.9267032,-1.9444273,-2.7270212,2,1
OP10,map_b_split_lane_v2,43,2185,2142,-0.20321707,-20.862953,0.35019493,-1.3336298,-1.2468147,-1.2018096,-1.2981651,-1.3076434,-5.512401,-15.350552,-19.661144,2,1
OP10,map_b_split_lane_v2,44,2186,2142,-0.74786603,-1.5635808,-3.5877383,-12.889746,-1.3913391,-1.2964678,-1.4500318,-1.4762194,-4.6972327,3.133652,-0.26711297,0,1
OP10,map_b_split_lane_v2,45,2187,2142,-2.2076986,-3.1448421,-0.68869257,-1.2107531,-0.99586177,-0.9333454,-1.0469217,-0.9690954,-1.8129966,-1.3318455,-2.2114968,2,1
OP10,map_b_split_lane_v2,46,2188,2142,-1.148777,-0.8086032,-1.4020389,-14.726119,-1.2008784,-1.2193244,-1.2670462,-1.2266555,-4.5213847,3.7127814,0.41072112,1,0
OP10,map_b_split_lane_v2,47,2189,2142,-2.216849,-6.6489034,-5.1900244,-3.62808,-1.4627409,-1.3090672,-1.4014707,-1.4886558,-4.4209642,-2.2279391,-5.339836,0,1
OP10,map_b_split_lane_v2,48,2190,2142,-14.401672,-12.941263,-10.050804,-5.745366,-1.2187307,-1.2340162,-1.3806903,-1.3054628,-10.784776,-2.1564875,-11.707247,3,0
OP10,map_b_split_lane_v2,49,2191,2142,-9.009941,-1.0171456,-2.680051,-9.774075,-1.5187674,-1.5515449,-1.5664456,-1.5092607,-5.620303,4.6031575,0.5343993,1,3
OP10,map_b_split_lane_v2,50,2192,2142,-2.3572927,-8.268985,-1.7303008,-0.32708263,-1.1755714,-1.1214635,-1.2962794,-1.217612,-3.1709154,-5.098069,-7.147521,3,1
OP10,map_b_split_lane_v2,51,2193,2142,-11.921196,-6.109605,-8.186955,-4.056679,-1.5128274,-1.4745452,-1.5678017,-1.5667987,-7.5686083,1.4590034,-4.6350594,3,1
OP10,map_b_split_lane_v2,52,2194,2142,-11.194536,-0.27724162,-1.2166693,-4.459578,-1.1492183,-1.140127,-1.2308321,-1.1713371,-4.2870064,4.0097647,0.86288536,1,1
OP10,map_b_split_lane_v2,53,2195,2142,-0.3230505,-11.6463785,-6.197917,-13.70068,-1.3727093,-1.2660649,-1.4243319,-1.3969688,-7.9670067,-3.6793718,-10.380314,0,1
OP10,map_b_split_lane_v2,54,2196,2142,-5.911537,-2.33018,-0.9736502,-4.067886,-1.3042867,-1.2688317,-1.3263018,-1.3115575,-3.3208132,0.99063325,-1.0613482,2,1
OP10,map_b_split_lane_v2,55,2197,2142,-9.292362,-0.69655627,-0.13771564,-0.26680356,-1.2088165,-1.0764301,-1.1838725,-1.2247498,-2.5983593,1.901803,0.3798738,2,1
OP10,map_b_split_lane_v2,56,2198,2142,-10.509981,-8.509317,-12.544023,-7.9551735,-1.4083383,-1.3595588,-1.4632559,-1.4404535,-9.879623,1.370306,-7.1497583,3,1
OP10,map_b_split_lane_v2,57,2199,2142,-3.1446216,-2.1483316,-0.41129604,-5.1880317,-1.3647425,-1.3539748,-1.4347074,-1.3712437,-2.7230701,0.5747385,-0.7943568,2,1
OP10,map_b_split_lane_v2,58,2200,2142,-3.6416066,-1.3011734,-6.1029205,-1.0405294,-1.3023903,-1.264297,-1.3286858,-1.2800534,-3.0215573,1.7203839,-0.03687644,3,1
OP10,map_b_split_lane_v2,59,2201,2142,-3.748627,-7.4835734,-0.5375391,-14.210941,-1.071485,-1.0503957,-1.1226559,-1.0490321,-6.4951706,-0.98840284,-6.433178,2,3
OP10,map_b_split_lane_v2,60,2202,2142,-4.336055,-7.580878,-7.051305,-14.214801,-1.3806708,-1.3765235,-1.4164321,-1.431207,-8.29576,0.7148824,-6.2043543,0,1
OP10,map_b_split_lane_v2,61,2203,2142,-2.2607918,-13.772713,-6.509451,-4.6743784,-1.2675893,-1.2120249,-1.2773101,-1.2923799,-6.8043337,-6.968379,-12.560688,0,1
OP10,map_b_split_lane_v2,62,2204,2142,-1.4456427,-0.60267866,-0.4193637,-2.7349925,-1.1628275,-1.112083,-1.1468825,-1.1850429,-1.3006694,0.6979908,0.5094043,2,1
OP10,map_b_split_lane_v2,63,2205,2142,-10.002458,-3.9271424,-3.0685828,-15.535577,-1.0517972,-0.9676541,-1.1612418,-1.0744505,-8.13344,4.206298,-2.9594884,2,1
OP10,map_b_split_lane_v2,64,2206,2142,0.099624194,-3.0643227,-11.181182,-2.0959463,-1.2611642,-1.1925907,-1.2969537,-1.3226049,-4.0604568,0.99613404,-1.871732,0,1
OP10,map_b_split_lane_v2,65,2207,2142,-4.6199994,-1.8870158,-0.14027448,-1.8901602,-1.2741454,-1.2883432,-1.416589,-1.3373988,-2.1343625,0.24734664,-0.5986726,2,0
OP10,map_b_split_lane_v2,66,2208,2142,-6.6738415,-15.456896,-18.08828,-16.413763,-1.1160254,-1.0984619,-1.1741271,-1.0879068,-14.1581955,-1.2987003,-14.358434,0,3
OP10,map_b_split_lane_v2,67,2209,2142,-4.490855,-9.443855,-5.1709585,-6.358726,-1.279691,-1.250634,-1.3128612,-1.2902246,-6.366099,-3.0777564,-8.193221,0,1
OP10,map_b_split_lane_v2,68,2210,2142,-2.5162783,-5.3218827,-2.5634847,-11.880141,-1.2022595,-1.1783726,-1.323055,-1.2305498,-5.570447,0.24856424,-4.14351,0,1
OP10,map_b_split_lane_v2,69,2211,2142,-2.4814725,-2.213649,-0.14689754,-1.6041977,-1.1359737,-1.1245592,-1.1892576,-1.1209404,-1.6115541,-0.6020949,-1.0890899,2,3
OP10,map_b_split_lane_v2,70,2212,2142,0.058228273,-0.31694737,-0.32191908,-14.45234,-1.4206092,-1.2868023,-1.3472011,-1.4534123,-3.7582445,3.441297,0.96985495,0,1
OP10,map_b_split_lane_v2,71,2213,2142,-3.035031,-1.3189505,-10.472482,-6.2437735,-1.0062821,-0.93557805,-1.0278649,-1.0070895,-5.267559,3.9486084,-0.3833725,1,1
OP10,map_b_split_lane_v2,72,2214,2142,-4.439771,-4.205272,-8.891164,-5.560155,-1.0317726,-1.019951,-1.0869763,-0.9838005,-5.774091,1.5688186,-3.1853213,1,3
OP10,map_b_split_lane_v2,73,2215,2142,-2.318059,-9.771602,-11.268332,-14.419255,-1.6754408,-1.6740937,-1.7286937,-1.7245574,-9.444312,-0.32728958,-8.097507,0,1
OP10,map_b_split_lane_v2,74,2216,2142,-0.6998725,0.0013913877,-7.9193616,-0.6247863,-1.2517517,-1.2079096,-1.256561,-1.2534025,-2.3106573,2.3120487,1.209301,1,1
OP10,map_b_split_lane_v2,75,2217,2142,-4.6674914,-0.583435,-10.719091,-4.0973005,-1.0794647,-1.0415461,-1.1407261,-1.0838678,-5.0168295,4.4333944,0.4581111,1,1
OP10,map_b_split_lane_v2,76,2218,2142,-4.2983737,-1.8536427,-11.633912,-15.039088,-1.156404,-1.1993678,-1.221133,-1.179625,-8.206254,6.3526115,-0.65427494,1,0
OP10,map_b_split_lane_v2,77,2219,2142,-6.9823217,-1.5695949,-6.2278156,-1.7736685,-1.3692639,-1.3014927,-1.3684363,-1.4003727,-4.13835,2.5687551,-0.26810217,1,1
OP10,map_b_split_lane_v2,78,2220,2142,-0.25937998,-11.356252,-3.970211,-3.5647614,-1.0887532,-1.092593,-1.1487942,-1.0756667,-4.787651,-6.5686007,-10.263659,0,3
OP10,map_b_split_lane_v2,79,2221,2142,-14.760781,-12.046892,-6.662234,-10.694657,-1.0765972,-1.0649745,-1.1179221,-1.0473316,-11.0411415,-1.0057507,-10.981917,2,3
OP10,map_b_split_lane_v2,80,2222,2142,-10.671172,-4.87539,-11.979881,-12.4406595,-1.0732226,-1.0422671,-1.1272607,-1.0520954,-9.9917755,5.1163855,-3.833123,1,1
OP10,map_b_split_lane_v2,81,2223,2142,-3.5829341,-0.75985116,-3.3506567,-9.400273,-1.2585363,-1.2373269,-1.3270428,-1.3453686,-4.273429,3.5135777,0.4774757,1,1
OP10,map_b_split_lane_v2,82,2224,2142,-0.95203567,-10.983813,-1.404473,-1.2730638,-1.270144,-1.2111442,-1.3174243,-1.2448406,-3.6533465,-7.3304667,-9.772669,0,1
OP10,map_b_split_lane_v2,83,2225,2142,-1.2342502,-3.382891,-3.251986,-19.522297,-1.3207972,-1.2700286,-1.352061,-1.3710408,-6.847856,3.464965,-2.1128623,0,1
OP10,map_b_split_lane_v2,84,2226,2142,-20.591722,-9.950965,-13.39531,-8.252293,-1.1428769,-1.0971191,-1.1978576,-1.1934209,-13.047572,3.0966072,-8.853846,3,1
OP10,map_b_split_lane_v2,85,2227,2142,-0.656909,-6.1147547,-0.3426438,-1.3427076,-1.497669,-1.4835107,-1.5549726,-1.5282028,-2.1142538,-4.0005007,-4.6312437,2,1
OP10,map_b_split_lane_v2,86,2228,2142,-8.255173,-5.1317906,-0.94097346,-7.012596,-1.3579423,-1.2942,-1.4050057,-1.4273636,-5.335133,0.20334244,-3.8375907,2,1
OP10,map_b_split_lane_v2,87,2229,2142,-2.7695606,-3.773974,-8.388192,-0.40572456,-1.2545853,-1.224098,-1.329601,-1.2520392,-3.8343627,0.060388803,-2.549876,3,1
OP10,map_b_split_lane_v2,88,2230,2142,-2.213651,-13.449263,-4.509638,-8.035007,-1.4873192,-1.3454988,-1.5504329,-1.5686553,-7.0518894,-6.397373,-12.103764,0,1
OP10,map_b_split_lane_v2,89,2231,2142,-3.8141167,-0.47030407,-2.8660393,-0.6550053,-1.3352051,-1.2822068,-1.3584313,-1.3819201,-1.9513664,1.4810624,0.8119027,1,1
OP10,map_b_split_lane_v2,90,2232,2142,-1.8665801,-4.6025743,-8.751602,-4.7771254,-1.1038742,-1.12973,-1.1857953,-1.1193721,-4.9994707,0.39689636,-3.4728444,0,0
OP10,map_b_split_lane_v2,91,2233,2142,-8.96315,-8.261965,-1.5520597,-6.250956,-1.2782013,-1.2848833,-1.3297513,-1.2735164,-6.2570324,-2.0049324,-6.9770813,2,3
OP10,map_b_split_lane_v2,92,2234,2142,-4.3169966,-3.3079374,-5.4804053,-3.024631,-1.3067636,-1.2987871,-1.3338962,-1.2974834,-4.0324926,0.72455525,-2.0091503,3,3
OP10,map_b_split_lane_v2,93,2235,2142,-11.378115,-2.6069596,-4.250906,-7.10974,-1.1468737,-1.1622868,-1.2147634,-1.142153,-6.33643,3.7294705,-1.4446728,1,3
OP10,map_b_split_lane_v2,94,2236,2142,-18.817135,-7.2650275,-3.6124675,-2.1800895,-1.1629725,-1.1216867,-1.1553397,-1.1711009,-7.96868,0.7036524,-6.143341,3,1
OP10,map_b_split_lane_v2,95,2237,2142,-7.82602,-3.1749902,-6.1226573,-6.9799476,-1.1449668,-1.09484,-1.1608698,-1.1702967,-6.0259037,2.8509135,-2.0801501,1,1
OP10,map_b_split_lane_v2,96,2238,2142,-7.356291,-4.345845,-2.777652,-5.3448825,-1.0812998,-0.98499864,-1.1873665,-1.1123116,-4.9561677,0.6103225,-3.3608465,2,1
OP10,map_b_split_lane_v2,97,2239,2142,-4.4452887,-10.018838,-7.074452,-6.699965,-1.3620524,-1.2849658,-1.394367,-1.3179212,-7.0596356,-2.9592023,-8.733872,0,1
OP10,map_b_split_lane_v2,98,2240,2142,-8.515682,-5.1864243,-1.5809928,-1.7005024,-1.370178,-1.299293,-1.3931224,-1.4420359,-4.2459,-0.9405241,-3.8871312,2,1
OP10,map_b_split_lane_v2,99,2241,2142,-1.4076267,-2.5137165,-7.757357,-3.3115451,-1.0785854,-0.99698716,-1.1053615,-1.0885115,-3.7475615,1.233845,-1.5167294,0,1
OP8,map_b,0,42,42,-1.970866,0.47843462,-4.908213,-2.6958601,-1.2462087,-1.232496,-1.312854,-1.2432518,-2.274126,2.7525606,1.7109306,1,1
OP8,map_b,1,43,42,-1.738386,-3.29425,-1.1305611,-7.634068,-1.1392643,-1.1396441,-1.204642,-1.1272495,-3.4493165,0.15506649,-2.1546059,2,3
OP8,map_b,2,44,42,-2.9405193,-0.7690698,-3.6876569,-1.6758357,-1.4344301,-1.4277537,-1.5361054,-1.4638386,-2.2682705,1.4992007,0.6586839,1,1
OP8,map_b,3,45,42,-3.51141,-1.9900758,-2.4933136,-3.9932668,-1.4248569,-1.3959622,-1.521235,-1.5231524,-2.9970167,1.0069408,-0.5941136,1,1
OP8,map_b,4,46,42,-1.5252924,-0.79412055,-1.9772849,-12.728918,-1.4149046,-1.38746,-1.4433973,-1.4999323,-4.256404,3.4622834,0.59333944,1,1
OP8,map_b,5,47,42,-3.3864632,-1.6483501,-5.2756157,-2.3430467,-1.2590344,-1.2127037,-1.2881794,-1.276828,-3.1633687,1.5150186,-0.4356464,1,1
OP8,map_b,6,48,42,-2.0773058,-2.080938,-3.1172698,-2.8626902,-1.2903616,-1.269012,-1.371244,-1.2995312,-2.534551,0.4536128,-0.8119261,0,1
OP8,map_b,7,49,42,0.029032838,-0.343228,-0.17147604,-1.011712,-1.3562222,-1.3305335,-1.4021478,-1.3729875,-0.37434578,0.031117767,0.9873055,0,1
OP8,map_b,8,50,42,-2.1678503,-5.0224347,-3.917394,-2.379657,-1.2801237,-1.2699988,-1.3158295,-1.3377306,-3.3718338,-1.6506009,-3.752436,0,1
OP8,map_b,9,51,42,-1.6917088,-1.9816362,-4.1899257,-6.7353916,-1.0963762,-1.0814009,-1.1705275,-1.05937,-3.6496656,1.6680294,-0.9002353,0,3
OP8,map_b,10,52,42,-1.3341782,-2.2933931,-10.167489,-2.833586,-1.3998713,-1.3869085,-1.4449325,-1.4268191,-4.1571617,1.8637686,-0.9064846,0,1
OP8,map_b,11,53,42,-1.8412237,-1.3960166,-2.845794,-1.1412628,-1.1171975,-1.0848937,-1.1193328,-1.1556923,-1.8060744,0.41005778,-0.3111229,3,1
OP8,map_b,12,54,42,-6.785409,-0.33776483,-3.2070985,-4.4742384,-1.4055808,-1.4017162,-1.5017848,-1.4894114,-3.7011278,3.363363,1.0639514,1,1
OP8,map_b,13,55,42,-0.94727105,-2.6747093,-0.69309616,-10.683051,-1.2991712,-1.3155546,-1.3895733,-1.3550565,-3.749532,1.0748227,-1.3591547,2,0
OP8,map_b,14,56,42,-0.43780667,-2.2906885,-1.9511566,-2.716512,-1.236989,-1.2562749,-1.3170516,-1.2911785,-1.849041,-0.44164753,-1.0344136,0,0
OP8,map_b,15,57,42,-7.837709,-8.493254,-3.3363757,-5.2366705,-1.0857406,-0.99958336,-1.1026514,-1.0877192,-6.2260027,-2.267251,-7.4936705,2,1
OP8,map_b,16,58,42,-3.223197,-1.6922109,-1.1239771,-0.74130344,-1.213134,-1.1145921,-1.2728369,-1.1918783,-1.6951722,0.002961278,-0.57761884,3,1
OP8,map_b,17,59,42,-3.9190893,-6.349588,-7.5225096,-0.52662486,-1.162571,-1.1065543,-1.143832,-1.1802635,-4.579453,-1.7701349,-5.2430334,3,1
OP8,map_b,18,60,42,-4.479985,-0.48309988,-1.9853188,-10.608533,-1.0339527,-1.0009847,-1.080637,-0.99744684,-4.389234,3.9061341,0.5178848,1,3
OP8,map_b,19,61,42,-1.4161013,-10.112506,-1.07895,-2.3840692,-1.1733806,-1.1010466,-1.1730254,-1.1641643,-3.7479067,-6.364599,-9.011459,2,1
OP8,map_b,20,62,42,-2.7301571,-2.6628716,-4.185375,-0.8710003,-1.0289764,-0.9278571,-1.1108797,-1.0129166,-2.612351,-0.05052066,-1.7350144,3,1
OP8,map_b,21,63,42,-0.7466687,-2.1459045,-3.6568334,-1.146833,-1.3905354,-1.3433192,-1.4697766,-1.4441848,-1.92406,-0.22184455,-0.80258536,0,1
OP8,map_b,22,64,42,-8.787764,-0.45040733,-2.3706965,-3.7330832,-1.1604867,-1.1410758,-1.268549,-1.1604486,-3.8354878,3.3850806,0.6906685,1,1
OP8,map_b,23,65,42,-0.54824984,-6.009819,-1.5271922,-0.5615358,-1.2073691,-1.1344602,-1.2053475,-1.2451231,-2.1616993,-3.8481197,-4.8753586,0,1
OP8,map_b,24,66,42,-4.4589586,-0.6254776,-1.7162229,-3.112641,-1.4473078,-1.3660765,-1.5030549,-1.538691,-2.4783251,1.8528476,0.74059886,1,1
OP8,map_b,25,67,42,-6.4205227,-4.5204573,-2.1592689,-4.452223,-0.9751462,-0.9943884,-1.0405166,-0.97372854,-4.388118,-0.13233948,-3.526069,2,3
OP8,map_b,26,68,42,-4.5704455,-1.5112802,-1.7775419,-1.0394455,-1.3082895,-1.3092678,-1.461745,-1.4310958,-2.2246783,0.7133981,-0.20201242,3,0
OP8,map_b,27,69,42,-8.843868,-1.619215,-4.125332,-3.1074483,-1.4159381,-1.2793598,-1.408092,-1.3704307,-4.423966,2.804751,-0.3398552,1,1
OP8,map_b,28,70,42,-0.8309988,-5.9259667,-5.1642237,-2.9815047,-1.317163,-1.1891954,-1.3217356,-1.3517973,-3.7256734,-2.2002933,-4.7367716,0,1
OP8,map_b,29,71,42,-5.7387958,-5.068971,-2.2132564,-1.5148373,-1.8860474,-1.8005462,-1.9333446,-1.9012167,-3.633965,-1.4350061,-3.268425,3,1
OP8,map_b,30,72,42,-3.5073001,-3.9032536,-3.3999088,-3.9410987,-1.1427531,-1.0705776,-1.1820698,-1.1542697,-3.6878905,-0.21536303,-2.832676,2,1
OP8,map_b,31,73,42,-1.679865,-2.3141603,-0.6270443,-8.330585,-1.1472154,-1.1534133,-1.2210963,-1.1609173,-3.2379136,0.92375326,-1.160747,2,0
OP8,map_b,32,74,42,-0.08605391,-1.7465749,-2.1241915,-1.8900439,-1.1110339,-1.0769455,-1.1608665,-1.0375011,-1.461716,-0.28485882,-0.66962934,0,3
OP8,map_b,33,75,42,-2.4780452,-9.705352,-15.47249,-1.4229889,-1.3851767,-1.303751,-1.476691,-1.4735022,-7.269719,-2.4356327,-8.401601,3,1
OP8,map_b,34,76,42,-1.1246661,-7.0739484,-2.2044258,-3.9825485,-1.309592,-1.2871706,-1.348911,-1.3022115,-3.5963972,-3.4775512,-5.7867775,0,1
OP8,map_b,35,77,42,-2.5257554,-1.8678008,-3.9873064,-1.7564328,-1.5328238,-1.5530319,-1.6152546,-1.573416,-2.5343237,0.66652286,-0.3147689,3,0
OP8,map_b,36,78,42,-1.9785154,-1.6804385,-0.646253,-1.4373165,-1.5147004,-1.3458261,-1.5033619,-1.4842052,-1.4356308,-0.24480772,-0.33461237,2,1
OP8,map_b,37,79,42,-1.9135075,-1.8711047,-2.4341967,-2.2121446,-1.2718122,-1.262373,-1.3424506,-1.2832875,-2.1077385,0.23663378,-0.60873175,1,1
OP8,map_b,38,80,42,-7.7158613,-3.6371732,-2.8435209,-3.195359,-1.2942727,-1.2195692,-1.2891831,-1.294826,-4.3479786,0.7108054,-2.417604,2,1
